SpeedMetersPerSecond,Location_Longitude,HeadingDegrees,VehicleId,Location_Latitude,ReportTimeDate
6,-87.97947,4,G 13,41.99288,2/4/2021 19:38
12,-88.04438,190,G 14,41.89893,2/4/2021 19:38
13,-88.04577,190,G 14,41.89415,2/4/2021 19:38
0,-87.97983,172,G 13,41.9938,2/4/2021 19:39
0,-87.97983,172,G 13,41.9938,2/4/2021 19:39
14,-88.04738,224,G 14,41.89123,2/4/2021 19:39
0,-88.04903,222,G 14,41.89005,2/4/2021 19:39
1,-87.97985,180,G 13,41.99378,2/4/2021 19:40
12,-88.05217,270,G 14,41.89032,2/4/2021 19:40
0,-87.97953,188,G 13,41.99312,2/4/2021 19:41
0,-87.97952,192,G 13,41.99305,2/4/2021 19:41
11,-87.97967,182,G 13,41.99165,2/4/2021 19:41
10,-88.05678,266,G 14,41.89015,2/4/2021 19:41
12,-88.06122,266,G 14,41.89002,2/4/2021 19:41
9,-88.06352,270,G 14,41.88993,2/4/2021 19:41
12,-87.97975,180,G 13,41.9894,2/4/2021 19:42
10,-87.9801,182,G 13,41.98477,2/4/2021 19:42
10,-88.06832,292,G 14,41.89118,2/4/2021 19:42
10,-88.07087,288,G 14,41.89188,2/4/2021 19:42
0,-87.98012,182,G 13,41.98425,2/4/2021 19:43
10,-87.98012,178,G 13,41.98287,2/4/2021 19:43
11,-88.07615,288,G 14,41.89335,2/4/2021 19:43
11,-88.07865,284,G 14,41.89388,2/4/2021 19:43
2,-87.97983,84,G 13,41.98102,2/4/2021 19:44
1,-87.97987,358,G 13,41.98137,2/4/2021 19:44
11,-88.08318,282,G 14,41.89478,2/4/2021 19:44
11,-88.08592,282,G 14,41.89527,2/4/2021 19:44
7,-87.97988,354,G 13,41.98268,2/4/2021 19:45
1,-87.97993,250,G 13,41.98603,2/4/2021 19:45
10,-88.09137,280,G 14,41.89608,2/4/2021 19:45
10,-88.09378,280,G 14,41.8964,2/4/2021 19:45
6,-87.98003,184,G 13,41.98545,2/4/2021 19:46
5,-87.98018,180,G 13,41.98413,2/4/2021 19:46
6,-88.09855,278,G 14,41.89707,2/4/2021 19:46
7,-88.1001,280,G 14,41.89732,2/4/2021 19:46
13,-87.9798,176,G 13,41.97817,2/4/2021 19:47
13,-87.9798,176,G 13,41.97817,2/4/2021 19:47
0,-88.10165,282,G 14,41.89748,2/4/2021 19:47
1,-88.10167,276,G 14,41.8975,2/4/2021 19:47
13,-87.97953,170,G 13,41.97367,2/4/2021 19:48
1,-87.97897,158,G 13,41.97148,2/4/2021 19:48
11,-88.10385,274,G 14,41.89765,2/4/2021 19:48
11,-88.10972,278,G 14,41.89805,2/4/2021 19:48
11,-87.97885,180,G 13,41.96927,2/4/2021 19:49
11,-87.97888,180,G 13,41.96563,2/4/2021 19:49
13,-88.11265,278,G 14,41.89837,2/4/2021 19:49
10,-88.11857,266,G 14,41.8981,2/4/2021 19:49
1,-87.97892,178,G 13,41.96373,2/4/2021 19:50
10,-87.9789,178,G 13,41.96237,2/4/2021 19:50
0,-88.12038,276,G 14,41.89822,2/4/2021 19:50
1,-88.12038,276,G 14,41.89822,2/4/2021 19:50
10,-87.97887,178,G 13,41.96042,2/4/2021 19:51
0,-87.9789,184,G 13,41.95682,2/4/2021 19:51
8,-88.12043,98,G 14,41.89818,2/4/2021 19:51
12,-88.1158,80,G 14,41.89852,2/4/2021 19:51
1,-87.97873,324,G 13,41.95688,2/4/2021 19:52
13,-88.11197,98,G 14,41.89823,2/4/2021 19:52
13,-88.10867,98,G 14,41.89785,2/4/2021 19:52
10,-87.97882,0,G 13,41.96183,2/4/2021 19:53
10,-87.97882,0,G 13,41.96183,2/4/2021 19:53
5,-87.9788,0,G 13,41.96342,2/4/2021 19:53
0,-88.1023,94,G 14,41.89752,2/4/2021 19:53
11,-88.10008,98,G 14,41.89723,2/4/2021 19:53
1,-87.97893,158,G 13,41.96517,2/4/2021 19:54
5,-87.97893,188,G 13,41.96488,2/4/2021 19:54
14,-88.0971,98,G 14,41.89682,2/4/2021 19:54
14,-88.09053,98,G 14,41.8959,2/4/2021 19:54
3,-87.97907,222,G 13,41.96362,2/4/2021 19:55
14,-88.08718,100,G 14,41.89537,2/4/2021 19:55
1,-88.08248,102,G 14,41.89458,2/4/2021 19:55
1,-87.97962,100,G 13,41.96343,2/4/2021 19:56
1,-87.97962,100,G 13,41.96343,2/4/2021 19:56
9,-87.97893,180,G 13,41.96235,2/4/2021 19:56
12,-88.08215,358,G 14,41.8966,2/4/2021 19:56
14,-88.08215,0,G 14,41.89915,2/4/2021 19:56
11,-87.9789,178,G 13,41.96015,2/4/2021 19:57
11,-87.97887,178,G 13,41.95808,2/4/2021 19:57
0,-88.08212,358,G 14,41.90217,2/4/2021 19:57
0,-88.08212,358,G 14,41.90217,2/4/2021 19:57
11,-87.97872,162,G 13,41.95433,2/4/2021 19:58
0,-87.97785,152,G 13,41.95252,2/4/2021 19:58
1,-88.08212,4,G 14,41.9022,2/4/2021 19:58
13,-88.08138,0,G 14,41.90555,2/4/2021 19:58
9,-87.97702,158,G 13,41.95113,2/4/2021 19:59
13,-88.08138,0,G 14,41.90798,2/4/2021 19:59
14,-88.08135,0,G 14,41.91317,2/4/2021 19:59
11,-87.9777,194,G 13,41.94495,2/4/2021 20:00
11,-87.9777,194,G 13,41.94495,2/4/2021 20:00
13,-87.97863,196,G 13,41.94282,2/4/2021 20:00
12,-88.08133,358,G 14,41.91555,2/4/2021 20:00
2,-88.08133,0,G 14,41.9168,2/4/2021 20:00
12,-87.978,172,G 13,41.93848,2/4/2021 20:01
12,-87.97777,174,G 13,41.93627,2/4/2021 20:01
13,-88.08132,358,G 14,41.92032,2/4/2021 20:01
13,-88.08128,358,G 14,41.9227,2/4/2021 20:01
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
0,-88.0799,176,G 14,41.9307,2/4/2021 20:03
10,-87.97515,154,G 13,41.92092,2/4/2021 20:04
12,-87.97233,164,G 13,41.91528,2/4/2021 20:05
12,-87.97233,164,G 13,41.91528,2/4/2021 20:05
12,-87.97153,166,G 13,41.913,2/4/2021 20:06
11,-87.97013,162,G 13,41.90883,2/4/2021 20:06
0,-87.96902,160,G 13,41.90607,2/4/2021 20:07
0,-87.96902,160,G 13,41.90607,2/4/2021 20:07
1,-87.969,162,G 13,41.90602,2/4/2021 20:08
2,-87.9688,348,G 13,41.9057,2/4/2021 20:08
12,-87.97017,342,G 13,41.9089,2/4/2021 20:09
13,-87.971,346,G 13,41.91118,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
0,-88.0799,176,G 14,41.93065,2/4/2021 20:09
12,-87.97248,344,G 13,41.91568,2/4/2021 20:10
13,-87.9733,336,G 13,41.91782,2/4/2021 20:10
12,-87.97593,332,G 13,41.92212,2/4/2021 20:11
12,-87.97733,330,G 13,41.92405,2/4/2021 20:11
9,-87.97917,14,G 13,41.92772,2/4/2021 20:12
6,-87.97842,26,G 13,41.92898,2/4/2021 20:12
2,-87.97645,324,G 13,41.93193,2/4/2021 20:13
8,-87.97688,204,G 13,41.93128,2/4/2021 20:13
9,-87.978,206,G 13,41.92962,2/4/2021 20:14
1,-87.97892,30,G 13,41.92802,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
0,-87.97835,26,G 13,41.92893,2/4/2021 20:15
1,-87.9791,18,G 13,41.9277,2/4/2021 20:19
5,-87.9785,28,G 13,41.92863,2/4/2021 20:19
6,-87.9772,26,G 13,41.93057,2/4/2021 20:20
1,-87.97653,280,G 13,41.93193,2/4/2021 20:20
8,-87.97722,214,G 13,41.93093,2/4/2021 20:21
3,-87.97842,254,G 13,41.92928,2/4/2021 20:21
9,-87.98017,290,G 13,41.92968,2/4/2021 20:22
4,-87.98143,110,G 13,41.92988,2/4/2021 20:22
8,-87.97965,108,G 13,41.92942,2/4/2021 20:23
3,-87.97862,198,G 13,41.92885,2/4/2021 20:23
10,-87.97902,152,G 13,41.92622,2/4/2021 20:24
10,-87.97782,148,G 13,41.92453,2/4/2021 20:24
10,-87.97533,154,G 13,41.92103,2/4/2021 20:25
5,-87.9755,268,G 13,41.92017,2/4/2021 20:25
5,-87.97792,268,G 13,41.92012,2/4/2021 20:26
1,-87.9796,314,G 13,41.92015,2/4/2021 20:26
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,172,G 13,41.9205,2/4/2021 20:27
0,-87.98008,170,G 13,41.9202,2/4/2021 20:35
11,-88.08033,204,G 14,41.92913,2/4/2021 20:35
11,-88.08137,188,G 14,41.92733,2/4/2021 20:35
4,-87.98038,274,G 13,41.92008,2/4/2021 20:36
10,-87.98447,268,G 13,41.92005,2/4/2021 20:36
13,-88.08138,180,G 14,41.9227,2/4/2021 20:36
13,-88.08138,178,G 14,41.92023,2/4/2021 20:36
9,-87.98693,270,G 13,41.92003,2/4/2021 20:37
10,-87.99003,268,G 13,41.91992,2/4/2021 20:37
12,-88.0814,180,G 14,41.91568,2/4/2021 20:37
14,-88.08143,178,G 14,41.9114,2/4/2021 20:37
11,-87.99283,268,G 13,41.91987,2/4/2021 20:38
11,-87.9985,268,G 13,41.91977,2/4/2021 20:38
15,-88.08142,178,G 14,41.90793,2/4/2021 20:38
13,-88.08145,178,G 14,41.90538,2/4/2021 20:38
12,-88.00145,268,G 13,41.91968,2/4/2021 20:39
5,-88.00655,266,G 13,41.91958,2/4/2021 20:39
0,-88.0819,184,G 14,41.90327,2/4/2021 20:39
1,-88.08193,176,G 14,41.90323,2/4/2021 20:39
1,-88.00687,264,G 13,41.91953,2/4/2021 20:40
12,-88.01158,268,G 13,41.91945,2/4/2021 20:40
11,-88.08223,180,G 14,41.90178,2/4/2021 20:40
13,-88.08218,180,G 14,41.89813,2/4/2021 20:40
11,-88.01445,268,G 13,41.91938,2/4/2021 20:41
12,-88.0206,266,G 13,41.91923,2/4/2021 20:41
13,-88.08223,180,G 14,41.89517,2/4/2021 20:41
12,-88.08222,178,G 14,41.891,2/4/2021 20:41
11,-88.02362,268,G 13,41.91917,2/4/2021 20:42
11,-88.02362,268,G 13,41.91917,2/4/2021 20:42
11,-88.02362,268,G 13,41.91917,2/4/2021 20:42
11,-88.02362,268,G 13,41.91917,2/4/2021 20:42
11,-88.02362,268,G 13,41.91917,2/4/2021 20:42
0,-88.08227,182,G 14,41.88902,2/4/2021 20:42
0,-88.08227,182,G 14,41.88902,2/4/2021 20:42
12,-88.08453,264,G 14,41.88877,2/4/2021 20:43
13,-88.0876,264,G 14,41.88858,2/4/2021 20:43
13,-88.09418,268,G 14,41.88833,2/4/2021 20:44
14,-88.09775,268,G 14,41.88825,2/4/2021 20:44
12,-88.04238,180,G 13,41.91837,2/4/2021 20:45
12,-88.04238,180,G 13,41.91837,2/4/2021 20:45
14,-88.0424,180,G 13,41.91365,2/4/2021 20:45
9,-88.1041,268,G 14,41.88815,2/4/2021 20:45
13,-88.04242,178,G 13,41.9111,2/4/2021 20:46
12,-88.04235,180,G 13,41.90653,2/4/2021 20:46
9,-88.10823,270,G 14,41.8881,2/4/2021 20:46
8,-88.11133,268,G 14,41.88805,2/4/2021 20:46
8,-88.11347,272,G 14,41.88802,2/4/2021 20:46
0,-88.04295,198,G 13,41.90423,2/4/2021 20:47
0,-88.04295,198,G 13,41.90423,2/4/2021 20:47
0,-88.11615,266,G 14,41.88793,2/4/2021 20:47
3,-88.11618,298,G 14,41.88793,2/4/2021 20:47
2,-88.04295,190,G 13,41.90422,2/4/2021 20:48
3,-88.12047,266,G 14,41.88787,2/4/2021 20:48
13,-88.04485,190,G 13,41.89738,2/4/2021 20:49
13,-88.04485,190,G 13,41.89738,2/4/2021 20:49
11,-88.04608,190,G 13,41.89295,2/4/2021 20:49
7,-88.12327,266,G 14,41.88782,2/4/2021 20:49
7,-88.12327,266,G 14,41.88782,2/4/2021 20:49
8,-88.12535,266,G 14,41.88773,2/4/2021 20:49
12,-88.04755,224,G 13,41.89112,2/4/2021 20:50
4,-88.04935,272,G 13,41.88998,2/4/2021 20:50
8,-88.12937,266,G 14,41.88768,2/4/2021 20:50
8,-88.13162,268,G 14,41.88765,2/4/2021 20:50
13,-88.05475,266,G 13,41.89022,2/4/2021 20:51
10,-88.1355,272,G 14,41.88775,2/4/2021 20:51
15,-88.13892,270,G 14,41.88778,2/4/2021 20:51
11,-88.06412,270,G 13,41.88992,2/4/2021 20:52
11,-88.06412,270,G 13,41.88992,2/4/2021 20:52
14,-88.06715,262,G 13,41.88978,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
14,-88.14632,272,G 14,41.88792,2/4/2021 20:52
13,-88.07412,264,G 13,41.88933,2/4/2021 20:53
12,-88.07727,264,G 13,41.88917,2/4/2021 20:53
13,-88.08253,264,G 13,41.88892,2/4/2021 20:54
13,-88.08602,266,G 13,41.8887,2/4/2021 20:54
14,-88.09253,266,G 13,41.88838,2/4/2021 20:55
14,-88.096,266,G 13,41.88832,2/4/2021 20:55
13,-88.10283,268,G 13,41.88815,2/4/2021 20:56
13,-88.1061,268,G 13,41.8881,2/4/2021 20:56
13,-88.11243,266,G 13,41.88802,2/4/2021 20:57
11,-88.11543,270,G 13,41.88797,2/4/2021 20:57
1,-88.14468,94,G 14,41.86547,2/4/2021 20:57
5,-88.12148,214,G 13,41.8877,2/4/2021 20:58
11,-88.12152,178,G 13,41.88612,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
0,-88.14463,80,G 14,41.86547,2/4/2021 20:58
1,-88.12143,178,G 13,41.88263,2/4/2021 20:59
12,-88.12132,174,G 13,41.88092,2/4/2021 20:59
3,-88.12095,252,G 13,41.87905,2/4/2021 21:00
10,-88.12463,266,G 13,41.87878,2/4/2021 21:00
13,-88.13362,256,G 13,41.87737,2/4/2021 21:01
11,-88.13648,254,G 13,41.87682,2/4/2021 21:02
12,-88.14178,240,G 13,41.87572,2/4/2021 21:02
12,-88.14447,240,G 13,41.87462,2/4/2021 21:03
12,-88.1455,162,G 13,41.87213,2/4/2021 21:03
3,-88.145,262,G 14,41.86537,2/4/2021 21:03
2,-88.14638,256,G 14,41.86605,2/4/2021 21:03
15,-88.1445,166,G 13,41.8695,2/4/2021 21:04
4,-88.14347,242,G 13,41.86543,2/4/2021 21:04
0,-88.14672,216,G 14,41.86598,2/4/2021 21:04
0,-88.14672,216,G 14,41.86598,2/4/2021 21:04
0,-88.14672,216,G 14,41.86598,2/4/2021 21:04
0,-88.14672,216,G 14,41.86598,2/4/2021 21:04
5,-88.14483,266,G 13,41.86537,2/4/2021 21:05
0,-88.14637,278,G 13,41.86603,2/4/2021 21:05
0,-88.14637,278,G 13,41.86603,2/4/2021 21:05
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14648,242,G 13,41.86605,2/4/2021 21:06
0,-88.14672,176,G 14,41.86587,2/4/2021 21:06
0,-88.14672,176,G 14,41.86587,2/4/2021 21:06
0,-88.14672,176,G 14,41.86587,2/4/2021 21:06
0,-88.14672,176,G 14,41.86587,2/4/2021 21:06
0,-88.14672,176,G 14,41.86587,2/4/2021 21:06
0,-88.14677,188,G 14,41.86562,2/4/2021 21:08
0,-88.14677,188,G 14,41.86562,2/4/2021 21:08
0,-88.14677,188,G 14,41.86562,2/4/2021 21:08
0,-88.14677,188,G 14,41.86562,2/4/2021 21:08
2,-88.14667,122,G 14,41.86548,2/4/2021 21:10
0,-88.14672,172,G 13,41.86582,2/4/2021 21:11
0,-88.14672,172,G 13,41.86582,2/4/2021 21:11
0,-88.14672,172,G 13,41.86582,2/4/2021 21:11
0,-88.14672,172,G 13,41.86582,2/4/2021 21:11
0,-88.14672,172,G 13,41.86582,2/4/2021 21:11
3,-88.14613,186,G 14,41.86503,2/4/2021 21:11
0,-88.14615,192,G 14,41.8646,2/4/2021 21:11
0,-88.14615,192,G 14,41.8646,2/4/2021 21:11
0,-88.14615,192,G 14,41.8646,2/4/2021 21:11
0,-88.14673,158,G 13,41.86568,2/4/2021 21:14
0,-88.14673,158,G 13,41.86568,2/4/2021 21:14
0,-88.14673,158,G 13,41.86568,2/4/2021 21:14
0,-88.14673,158,G 13,41.86568,2/4/2021 21:14
0,-88.14673,158,G 13,41.86568,2/4/2021 21:14
3,-88.14642,82,G 13,41.8655,2/4/2021 21:16
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14538,102,G 13,41.86543,2/4/2021 21:17
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.14548,192,G 14,41.86478,2/4/2021 21:20
0,-88.1453,88,G 13,41.86538,2/4/2021 21:21
0,-88.1453,88,G 13,41.86538,2/4/2021 21:21
0,-88.1453,88,G 13,41.86538,2/4/2021 21:21
